"sample","fastq_1","fastq_2","run_accession","experiment_accession","sample_accession","secondary_sample_accession","study_accession","secondary_study_accession","submission_accession","run_alias","experiment_alias","sample_alias","study_alias","library_layout","library_selection","library_source","library_strategy","library_name","instrument_model","instrument_platform","base_count","read_count","tax_id","scientific_name","sample_title","experiment_title","study_title","sample_description","fastq_md5","fastq_bytes","fastq_ftp","fastq_galaxy","fastq_aspera"
"SRX5235474","data/fastq/SRX5235474_SRR8427585_1.fastq.gz","data/fastq/SRX5235474_SRR8427585_2.fastq.gz","SRR8427585","SRX5235474","SAMN10722129","SRS4238208","PRJNA510445","SRP173922","SRA832684","B782-M05","B782-M05","B782-M05","PRJNA510445","PAIRED","RANDOM","METAGENOMIC","WGS","B782-M05","Illumina HiSeq 2500","ILLUMINA","602211291","3290011","408170","human gut metagenome","B782-M05","Illumina HiSeq 2500 paired end sequencing: UWMLBonussub2","The relationship of fecal microbiomes and nutritional status in cystic fibrosis","Collection Country: USA Collection Year: 2013","f634077249c8ea1d2628250aec75b758;bafa2e2b831ff768eb453a49c7d7cc3c","247061285;253578367","ftp.sra.ebi.ac.uk/vol1/fastq/SRR842/005/SRR8427585/SRR8427585_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR842/005/SRR8427585/SRR8427585_2.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/SRR842/005/SRR8427585/SRR8427585_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR842/005/SRR8427585/SRR8427585_2.fastq.gz","fasp.sra.ebi.ac.uk:/vol1/fastq/SRR842/005/SRR8427585/SRR8427585_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR842/005/SRR8427585/SRR8427585_2.fastq.gz"
"SRX5235475","data/fastq/SRX5235475_SRR8427586_1.fastq.gz","data/fastq/SRX5235475_SRR8427586_2.fastq.gz","SRR8427586","SRX5235475","SAMN10722130","SRS4238209","PRJNA510445","SRP173922","SRA832684","B583-M05","B583-M05","B583-M05","PRJNA510445","PAIRED","RANDOM","METAGENOMIC","WGS","B583-M05","Illumina HiSeq 2500","ILLUMINA","3321759813","18044885","408170","human gut metagenome","B583-M05","Illumina HiSeq 2500 paired end sequencing: UWMLBonussub2","The relationship of fecal microbiomes and nutritional status in cystic fibrosis","Collection Country: USA Collection Year: 2013","5e5e4e7c3b3e2e8db2903cb0ae53ee0e;1046d728c0c12a87b7aa5880e9774f82","1362169201;1386315758","ftp.sra.ebi.ac.uk/vol1/fastq/SRR842/006/SRR8427586/SRR8427586_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR842/006/SRR8427586/SRR8427586_2.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/SRR842/006/SRR8427586/SRR8427586_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR842/006/SRR8427586/SRR8427586_2.fastq.gz","fasp.sra.ebi.ac.uk:/vol1/fastq/SRR842/006/SRR8427586/SRR8427586_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR842/006/SRR8427586/SRR8427586_2.fastq.gz"
"SRX5235476","data/fastq/SRX5235476_SRR8427587_1.fastq.gz","data/fastq/SRX5235476_SRR8427587_2.fastq.gz","SRR8427587","SRX5235476","SAMN10722131","SRS4238210","PRJNA510445","SRP173922","SRA832684","B503-M05","B503-M05","B503-M05","PRJNA510445","PAIRED","RANDOM","METAGENOMIC","WGS","B503-M05","Illumina HiSeq 2500","ILLUMINA","4770748703","25820194","408170","human gut metagenome","B503-M05","Illumina HiSeq 2500 paired end sequencing: UWMLBonussub2","The relationship of fecal microbiomes and nutritional status in cystic fibrosis","Collection Country: USA Collection Year: 2013","dc13f4dc7c7187a629320bdc412a5cd9;fae699c481944551950d2998860d1f42","1955973646;1977677612","ftp.sra.ebi.ac.uk/vol1/fastq/SRR842/007/SRR8427587/SRR8427587_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR842/007/SRR8427587/SRR8427587_2.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/SRR842/007/SRR8427587/SRR8427587_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR842/007/SRR8427587/SRR8427587_2.fastq.gz","fasp.sra.ebi.ac.uk:/vol1/fastq/SRR842/007/SRR8427587/SRR8427587_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR842/007/SRR8427587/SRR8427587_2.fastq.gz"
"SRX5235477","data/fastq/SRX5235477_SRR8427588_1.fastq.gz","data/fastq/SRX5235477_SRR8427588_2.fastq.gz","SRR8427588","SRX5235477","SAMN10722132","SRS4238211","PRJNA510445","SRP173922","SRA832684","B692-M05","B692-M05","B692-M05","PRJNA510445","PAIRED","RANDOM","METAGENOMIC","WGS","B692-M05","Illumina HiSeq 2500","ILLUMINA","1999613764","10852981","408170","human gut metagenome","B692-M05","Illumina HiSeq 2500 paired end sequencing: UWMLBonussub2","The relationship of fecal microbiomes and nutritional status in cystic fibrosis","Collection Country: USA Collection Year: 2013","aa26dd422f491d9c543af6693fe302f7;118bad050ec0581fd2ea4add8f352337","815832366;825057408","ftp.sra.ebi.ac.uk/vol1/fastq/SRR842/008/SRR8427588/SRR8427588_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR842/008/SRR8427588/SRR8427588_2.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/SRR842/008/SRR8427588/SRR8427588_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR842/008/SRR8427588/SRR8427588_2.fastq.gz","fasp.sra.ebi.ac.uk:/vol1/fastq/SRR842/008/SRR8427588/SRR8427588_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR842/008/SRR8427588/SRR8427588_2.fastq.gz"
"SRX5235478","data/fastq/SRX5235478_SRR8428101_1.fastq.gz","data/fastq/SRX5235478_SRR8428101_2.fastq.gz","SRR8428101","SRX5235478","SAMN10722645","SRS4238744","PRJNA510445","SRP173922","SRA832684","B438-M06","B438-M06","B438-M06","PRJNA510445","PAIRED","RANDOM","METAGENOMIC","WGS","B438-M06","Illumina HiSeq 2500","ILLUMINA","461216723","2501790","408170","human gut metagenome","B438-M06","Illumina HiSeq 2500 paired end sequencing: UWMLBonussub2","The relationship of fecal microbiomes and nutritional status in cystic fibrosis","Collection Country: USA Collection Year: 2012","9adcd5be2925a5faf0594cdee9b3df06;ea20ae13890632626c8a07b86f5efa09","194791009;195288855","ftp.sra.ebi.ac.uk/vol1/fastq/SRR842/001/SRR8428101/SRR8428101_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR842/001/SRR8428101/SRR8428101_2.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/SRR842/001/SRR8428101/SRR8428101_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR842/001/SRR8428101/SRR8428101_2.fastq.gz","fasp.sra.ebi.ac.uk:/vol1/fastq/SRR842/001/SRR8428101/SRR8428101_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR842/001/SRR8428101/SRR8428101_2.fastq.gz"
"SRX5235479","data/fastq/SRX5235479_SRR8428102_1.fastq.gz","data/fastq/SRX5235479_SRR8428102_2.fastq.gz","SRR8428102","SRX5235479","SAMN10722646","SRS4238745","PRJNA510445","SRP173922","SRA832684","B402-M08","B402-M08","B402-M08","PRJNA510445","PAIRED","RANDOM","METAGENOMIC","WGS","B402-M08","Illumina HiSeq 2500","ILLUMINA","3644061127","19840062","408170","human gut metagenome","B402-M08","Illumina HiSeq 2500 paired end sequencing: UWMLBonussub2","The relationship of fecal microbiomes and nutritional status in cystic fibrosis","Collection Country: USA Collection Year: 2014","93498a3a1dd76e974e640809adeb85e4;370ccd33f01056d3d52a37470b05b00a","1531749581;1547460967","ftp.sra.ebi.ac.uk/vol1/fastq/SRR842/002/SRR8428102/SRR8428102_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR842/002/SRR8428102/SRR8428102_2.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/SRR842/002/SRR8428102/SRR8428102_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR842/002/SRR8428102/SRR8428102_2.fastq.gz","fasp.sra.ebi.ac.uk:/vol1/fastq/SRR842/002/SRR8428102/SRR8428102_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR842/002/SRR8428102/SRR8428102_2.fastq.gz"
"SRX5235480","data/fastq/SRX5235480_SRR8428103_1.fastq.gz","data/fastq/SRX5235480_SRR8428103_2.fastq.gz","SRR8428103","SRX5235480","SAMN10722647","SRS4238746","PRJNA510445","SRP173922","SRA832684","B346-M04","B346-M04","B346-M04","PRJNA510445","PAIRED","RANDOM","METAGENOMIC","WGS","B346-M04","Illumina HiSeq 2500","ILLUMINA","2783414157","15166410","408170","human gut metagenome","B346-M04","Illumina HiSeq 2500 paired end sequencing: UWMLBonussub2","The relationship of fecal microbiomes and nutritional status in cystic fibrosis","Collection Country: USA Collection Year: 2012","c9e69d63142121e1c5e05c4065aa7242;2b7359def100d9f5ff5866349ba2b784","1177907799;1189658880","ftp.sra.ebi.ac.uk/vol1/fastq/SRR842/003/SRR8428103/SRR8428103_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR842/003/SRR8428103/SRR8428103_2.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/SRR842/003/SRR8428103/SRR8428103_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR842/003/SRR8428103/SRR8428103_2.fastq.gz","fasp.sra.ebi.ac.uk:/vol1/fastq/SRR842/003/SRR8428103/SRR8428103_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR842/003/SRR8428103/SRR8428103_2.fastq.gz"
"SRX5235481","data/fastq/SRX5235481_SRR8428104_1.fastq.gz","data/fastq/SRX5235481_SRR8428104_2.fastq.gz","SRR8428104","SRX5235481","SAMN10722648","SRS4238747","PRJNA510445","SRP173922","SRA832684","B009-M03","B009-M03","B009-M03","PRJNA510445","PAIRED","RANDOM","METAGENOMIC","WGS","B009-M03","Illumina HiSeq 2500","ILLUMINA","2609567930","14176423","408170","human gut metagenome","B009-M03","Illumina HiSeq 2500 paired end sequencing: UWMLBonussub2","The relationship of fecal microbiomes and nutritional status in cystic fibrosis","Collection Country: USA Collection Year: 2013","8342890bec6a9df13374a0749a57aa0d;2d620b4859898b6e145ad26c53ff67d2","1089251358;1097461281","ftp.sra.ebi.ac.uk/vol1/fastq/SRR842/004/SRR8428104/SRR8428104_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR842/004/SRR8428104/SRR8428104_2.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/SRR842/004/SRR8428104/SRR8428104_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR842/004/SRR8428104/SRR8428104_2.fastq.gz","fasp.sra.ebi.ac.uk:/vol1/fastq/SRR842/004/SRR8428104/SRR8428104_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR842/004/SRR8428104/SRR8428104_2.fastq.gz"
"SRX5235482","data/fastq/SRX5235482_SRR8428105_1.fastq.gz","data/fastq/SRX5235482_SRR8428105_2.fastq.gz","SRR8428105","SRX5235482","SAMN10722649","SRS4238748","PRJNA510445","SRP173922","SRA832684","B195-M05","B195-M05","B195-M05","PRJNA510445","PAIRED","RANDOM","METAGENOMIC","WGS","B195-M05","Illumina HiSeq 2500","ILLUMINA","2757684168","15020278","408170","human gut metagenome","B195-M05","Illumina HiSeq 2500 paired end sequencing: UWMLBonussub2","The relationship of fecal microbiomes and nutritional status in cystic fibrosis","Collection Country: USA Collection Year: 2014","1fd2c1660fa5ea91f9f025c4ecc48407;9ff2e1f29f163319364573de1a0393a5","1159567083;1167968024","ftp.sra.ebi.ac.uk/vol1/fastq/SRR842/005/SRR8428105/SRR8428105_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR842/005/SRR8428105/SRR8428105_2.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/SRR842/005/SRR8428105/SRR8428105_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR842/005/SRR8428105/SRR8428105_2.fastq.gz","fasp.sra.ebi.ac.uk:/vol1/fastq/SRR842/005/SRR8428105/SRR8428105_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR842/005/SRR8428105/SRR8428105_2.fastq.gz"
"SRX5235483","data/fastq/SRX5235483_SRR8428106_1.fastq.gz","data/fastq/SRX5235483_SRR8428106_2.fastq.gz","SRR8428106","SRX5235483","SAMN10722650","SRS4238749","PRJNA510445","SRP173922","SRA832684","B226-M10","B226-M10","B226-M10","PRJNA510445","PAIRED","RANDOM","METAGENOMIC","WGS","B226-M10","Illumina HiSeq 2500","ILLUMINA","2682794911","14528503","408170","human gut metagenome","B226-M10","Illumina HiSeq 2500 paired end sequencing: UWMLBonussub2","The relationship of fecal microbiomes and nutritional status in cystic fibrosis","Collection Country: USA Collection Year: 2013","cda15637e86857704243efd40e60e65c;d801e7cec279a002ac651269791214d7","1128619609;1128354999","ftp.sra.ebi.ac.uk/vol1/fastq/SRR842/006/SRR8428106/SRR8428106_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR842/006/SRR8428106/SRR8428106_2.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/SRR842/006/SRR8428106/SRR8428106_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR842/006/SRR8428106/SRR8428106_2.fastq.gz","fasp.sra.ebi.ac.uk:/vol1/fastq/SRR842/006/SRR8428106/SRR8428106_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR842/006/SRR8428106/SRR8428106_2.fastq.gz"
"SRX5235484","data/fastq/SRX5235484_SRR8428107_1.fastq.gz","data/fastq/SRX5235484_SRR8428107_2.fastq.gz","SRR8428107","SRX5235484","SAMN10722651","SRS4238750","PRJNA510445","SRP173922","SRA832684","B346-M12","B346-M12","B346-M12","PRJNA510445","PAIRED","RANDOM","METAGENOMIC","WGS","B346-M12","Illumina HiSeq 2500","ILLUMINA","1862564734","10131368","408170","human gut metagenome","B346-M12","Illumina HiSeq 2500 paired end sequencing: UWMLBonussub2","The relationship of fecal microbiomes and nutritional status in cystic fibrosis","Collection Country: USA Collection Year: 2013","958fb2ac9540463f45ae7f174c41e39b;4956625ef68280c718124c874421680f","776667251;781766354","ftp.sra.ebi.ac.uk/vol1/fastq/SRR842/007/SRR8428107/SRR8428107_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR842/007/SRR8428107/SRR8428107_2.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/SRR842/007/SRR8428107/SRR8428107_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR842/007/SRR8428107/SRR8428107_2.fastq.gz","fasp.sra.ebi.ac.uk:/vol1/fastq/SRR842/007/SRR8428107/SRR8428107_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR842/007/SRR8428107/SRR8428107_2.fastq.gz"
"SRX5235485","data/fastq/SRX5235485_SRR8428108_1.fastq.gz","data/fastq/SRX5235485_SRR8428108_2.fastq.gz","SRR8428108","SRX5235485","SAMN10722652","SRS4238751","PRJNA510445","SRP173922","SRA832684","B008-M10","B008-M10","B008-M10","PRJNA510445","PAIRED","RANDOM","METAGENOMIC","WGS","B008-M10","Illumina HiSeq 2500","ILLUMINA","3292631314","17908418","408170","human gut metagenome","B008-M10","Illumina HiSeq 2500 paired end sequencing: UWMLBonussub2","The relationship of fecal microbiomes and nutritional status in cystic fibrosis","Collection Country: USA Collection Year: 2013","909d15560e00793cc3244e50781185ac;fad2f58f2583b7a54918765f0077c113","1342796494;1357334097","ftp.sra.ebi.ac.uk/vol1/fastq/SRR842/008/SRR8428108/SRR8428108_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR842/008/SRR8428108/SRR8428108_2.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/SRR842/008/SRR8428108/SRR8428108_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR842/008/SRR8428108/SRR8428108_2.fastq.gz","fasp.sra.ebi.ac.uk:/vol1/fastq/SRR842/008/SRR8428108/SRR8428108_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR842/008/SRR8428108/SRR8428108_2.fastq.gz"
"SRX5235486","data/fastq/SRX5235486_SRR8428109_1.fastq.gz","data/fastq/SRX5235486_SRR8428109_2.fastq.gz","SRR8428109","SRX5235486","SAMN10722653","SRS4238752","PRJNA510445","SRP173922","SRA832684","B008-M03","B008-M03","B008-M03","PRJNA510445","PAIRED","RANDOM","METAGENOMIC","WGS","B008-M03","Illumina HiSeq 2500","ILLUMINA","1895649400","10336560","408170","human gut metagenome","B008-M03","Illumina HiSeq 2500 paired end sequencing: UWMLBonussub2","The relationship of fecal microbiomes and nutritional status in cystic fibrosis","Collection Country: USA Collection Year: 2012","386cb329727b62bd060046fa6234740d;c5af5e59691aeadacf4bf77cb4004af7","798859376;815652570","ftp.sra.ebi.ac.uk/vol1/fastq/SRR842/009/SRR8428109/SRR8428109_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR842/009/SRR8428109/SRR8428109_2.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/SRR842/009/SRR8428109/SRR8428109_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR842/009/SRR8428109/SRR8428109_2.fastq.gz","fasp.sra.ebi.ac.uk:/vol1/fastq/SRR842/009/SRR8428109/SRR8428109_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR842/009/SRR8428109/SRR8428109_2.fastq.gz"
"SRX5235487","data/fastq/SRX5235487_SRR8428110_1.fastq.gz","data/fastq/SRX5235487_SRR8428110_2.fastq.gz","SRR8428110","SRX5235487","SAMN10722654","SRS4238753","PRJNA510445","SRP173922","SRA832684","B461-M06","B461-M06","B461-M06","PRJNA510445","PAIRED","RANDOM","METAGENOMIC","WGS","B461-M06","Illumina HiSeq 2500","ILLUMINA","2343137290","12754645","408170","human gut metagenome","B461-M06","Illumina HiSeq 2500 paired end sequencing: UWMLBonussub2","The relationship of fecal microbiomes and nutritional status in cystic fibrosis","Collection Country: USA Collection Year: 2014","1abb65f571a6ddf87393199b97d7f36a;1dfdab9cf47f53eb623d176f7d07fab6","961552981;974648764","ftp.sra.ebi.ac.uk/vol1/fastq/SRR842/000/SRR8428110/SRR8428110_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR842/000/SRR8428110/SRR8428110_2.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/SRR842/000/SRR8428110/SRR8428110_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR842/000/SRR8428110/SRR8428110_2.fastq.gz","fasp.sra.ebi.ac.uk:/vol1/fastq/SRR842/000/SRR8428110/SRR8428110_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR842/000/SRR8428110/SRR8428110_2.fastq.gz"
"SRX5235488","data/fastq/SRX5235488_SRR8428111_1.fastq.gz","data/fastq/SRX5235488_SRR8428111_2.fastq.gz","SRR8428111","SRX5235488","SAMN10722655","SRS4238754","PRJNA510445","SRP173922","SRA832684","B454-M06","B454-M06","B454-M06","PRJNA510445","PAIRED","RANDOM","METAGENOMIC","WGS","B454-M06","Illumina HiSeq 2500","ILLUMINA","1881021883","10221693","408170","human gut metagenome","B454-M06","Illumina HiSeq 2500 paired end sequencing: UWMLBonussub2","The relationship of fecal microbiomes and nutritional status in cystic fibrosis","Collection Country: USA Collection Year: 2014","1c28174058a728fcccb24a3d741f2e3d;f87de01eb94656bc9e68cdd771663ebc","787733088;792620725","ftp.sra.ebi.ac.uk/vol1/fastq/SRR842/001/SRR8428111/SRR8428111_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR842/001/SRR8428111/SRR8428111_2.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/SRR842/001/SRR8428111/SRR8428111_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR842/001/SRR8428111/SRR8428111_2.fastq.gz","fasp.sra.ebi.ac.uk:/vol1/fastq/SRR842/001/SRR8428111/SRR8428111_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR842/001/SRR8428111/SRR8428111_2.fastq.gz"
"SRX5235489","data/fastq/SRX5235489_SRR8428112_1.fastq.gz","data/fastq/SRX5235489_SRR8428112_2.fastq.gz","SRR8428112","SRX5235489","SAMN10722656","SRS4238755","PRJNA510445","SRP173922","SRA832684","B193-M02","B193-M02","B193-M02","PRJNA510445","PAIRED","RANDOM","METAGENOMIC","WGS","B193-M02","Illumina HiSeq 2500","ILLUMINA","3100946867","16880944","408170","human gut metagenome","B193-M02","Illumina HiSeq 2500 paired end sequencing: UWMLBonussub2","The relationship of fecal microbiomes and nutritional status in cystic fibrosis","Collection Country: USA Collection Year: 2013","2dda9c2aedb7fa3b1d4d287b343c4647;6a1e3bafa8682b4d3a3c7355e1a7fe2f","1274652788;1314564473","ftp.sra.ebi.ac.uk/vol1/fastq/SRR842/002/SRR8428112/SRR8428112_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR842/002/SRR8428112/SRR8428112_2.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/SRR842/002/SRR8428112/SRR8428112_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR842/002/SRR8428112/SRR8428112_2.fastq.gz","fasp.sra.ebi.ac.uk:/vol1/fastq/SRR842/002/SRR8428112/SRR8428112_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR842/002/SRR8428112/SRR8428112_2.fastq.gz"
"SRX5235490","data/fastq/SRX5235490_SRR8428113_1.fastq.gz","data/fastq/SRX5235490_SRR8428113_2.fastq.gz","SRR8428113","SRX5235490","SAMN10722657","SRS4238756","PRJNA510445","SRP173922","SRA832684","B454-M04","B454-M04","B454-M04","PRJNA510445","PAIRED","RANDOM","METAGENOMIC","WGS","B454-M04","Illumina HiSeq 2500","ILLUMINA","2451340435","13336781","408170","human gut metagenome","B454-M04","Illumina HiSeq 2500 paired end sequencing: UWMLBonussub2","The relationship of fecal microbiomes and nutritional status in cystic fibrosis","Collection Country: USA Collection Year: 2014","1e5b2303515ef06faa550a2a7c493a96;8a4a95209a86940a41fb68f4c66faf58","1037552144;1048874081","ftp.sra.ebi.ac.uk/vol1/fastq/SRR842/003/SRR8428113/SRR8428113_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR842/003/SRR8428113/SRR8428113_2.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/SRR842/003/SRR8428113/SRR8428113_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR842/003/SRR8428113/SRR8428113_2.fastq.gz","fasp.sra.ebi.ac.uk:/vol1/fastq/SRR842/003/SRR8428113/SRR8428113_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR842/003/SRR8428113/SRR8428113_2.fastq.gz"
"SRX5235491","data/fastq/SRX5235491_SRR8428114_1.fastq.gz","data/fastq/SRX5235491_SRR8428114_2.fastq.gz","SRR8428114","SRX5235491","SAMN10722658","SRS4238757","PRJNA510445","SRP173922","SRA832684","B130-M03","B130-M03","B130-M03","PRJNA510445","PAIRED","RANDOM","METAGENOMIC","WGS","B130-M03","Illumina HiSeq 2500","ILLUMINA","2811545138","15393856","408170","human gut metagenome","B130-M03","Illumina HiSeq 2500 paired end sequencing: UWMLBonussub2","The relationship of fecal microbiomes and nutritional status in cystic fibrosis","Collection Country: USA Collection Year: 2012","daaab9c027915b6eabdcbd0a3254f3de;acbab4c768df602acb9e7405c49ca855","1224265034;1240623143","ftp.sra.ebi.ac.uk/vol1/fastq/SRR842/004/SRR8428114/SRR8428114_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR842/004/SRR8428114/SRR8428114_2.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/SRR842/004/SRR8428114/SRR8428114_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR842/004/SRR8428114/SRR8428114_2.fastq.gz","fasp.sra.ebi.ac.uk:/vol1/fastq/SRR842/004/SRR8428114/SRR8428114_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR842/004/SRR8428114/SRR8428114_2.fastq.gz"
"SRX5235492","data/fastq/SRX5235492_SRR8428115_1.fastq.gz","data/fastq/SRX5235492_SRR8428115_2.fastq.gz","SRR8428115","SRX5235492","SAMN10722659","SRS4238758","PRJNA510445","SRP173922","SRA832684","B454-M03","B454-M03","B454-M03","PRJNA510445","PAIRED","RANDOM","METAGENOMIC","WGS","B454-M03","Illumina HiSeq 2500","ILLUMINA","3084036417","16858449","408170","human gut metagenome","B454-M03","Illumina HiSeq 2500 paired end sequencing: UWMLBonussub2","The relationship of fecal microbiomes and nutritional status in cystic fibrosis","Collection Country: USA Collection Year: 2014","e1a24715e67ae19541c4af7dc14f2eeb;f59ac9fe7f118fdacd57b81c62cc653c","1334902515;1357227614","ftp.sra.ebi.ac.uk/vol1/fastq/SRR842/005/SRR8428115/SRR8428115_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR842/005/SRR8428115/SRR8428115_2.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/SRR842/005/SRR8428115/SRR8428115_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR842/005/SRR8428115/SRR8428115_2.fastq.gz","fasp.sra.ebi.ac.uk:/vol1/fastq/SRR842/005/SRR8428115/SRR8428115_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR842/005/SRR8428115/SRR8428115_2.fastq.gz"
"SRX5235493","data/fastq/SRX5235493_SRR8428116_1.fastq.gz","data/fastq/SRX5235493_SRR8428116_2.fastq.gz","SRR8428116","SRX5235493","SAMN10722660","SRS4238759","PRJNA510445","SRP173922","SRA832684","B193-M06","B193-M06","B193-M06","PRJNA510445","PAIRED","RANDOM","METAGENOMIC","WGS","B193-M06","Illumina HiSeq 2500","ILLUMINA","2697445252","14813019","408170","human gut metagenome","B193-M06","Illumina HiSeq 2500 paired end sequencing: UWMLBonussub2","The relationship of fecal microbiomes and nutritional status in cystic fibrosis","Collection Country: USA Collection Year: 2013","c90bc6cb733e28da851cd80ee694b3ca;6fed3241b4a58d41070a0fe6efc8cc07","1182061492;1199829637","ftp.sra.ebi.ac.uk/vol1/fastq/SRR842/006/SRR8428116/SRR8428116_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR842/006/SRR8428116/SRR8428116_2.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/SRR842/006/SRR8428116/SRR8428116_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR842/006/SRR8428116/SRR8428116_2.fastq.gz","fasp.sra.ebi.ac.uk:/vol1/fastq/SRR842/006/SRR8428116/SRR8428116_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR842/006/SRR8428116/SRR8428116_2.fastq.gz"
