sample,run,group,short_reads_1,short_reads_2
3112726,3112726,0,https://diabimmune.broadinstitute.org/diabimmune/data/20/G80138_R1.fastq.gz,https://diabimmune.broadinstitute.org/diabimmune/data/20/G80138_R2.fastq.gz
3102747,3102747,0,https://diabimmune.broadinstitute.org/diabimmune/data/20/G79054_R1.fastq.gz,https://diabimmune.broadinstitute.org/diabimmune/data/20/G79054_R2.fastq.gz
3115713,3115713,0,https://diabimmune.broadinstitute.org/diabimmune/data/20/G78946_R1.fastq.gz,https://diabimmune.broadinstitute.org/diabimmune/data/20/G78946_R2.fastq.gz
3107609,3107609,0,https://diabimmune.broadinstitute.org/diabimmune/data/20/G79013_R1.fastq.gz,https://diabimmune.broadinstitute.org/diabimmune/data/20/G79013_R2.fastq.gz
3114426,3114426,0,https://diabimmune.broadinstitute.org/diabimmune/data/20/G79050_R1.fastq.gz,https://diabimmune.broadinstitute.org/diabimmune/data/20/G79050_R2.fastq.gz
3102806,3102806,0,https://diabimmune.broadinstitute.org/diabimmune/data/20/G80114_R1.fastq.gz,https://diabimmune.broadinstitute.org/diabimmune/data/20/G80114_R2.fastq.gz
3107747,3107747,0,https://diabimmune.broadinstitute.org/diabimmune/data/20/G79047_R1.fastq.gz,https://diabimmune.broadinstitute.org/diabimmune/data/20/G79047_R2.fastq.gz
3115551,3115551,0,https://diabimmune.broadinstitute.org/diabimmune/data/20/G78928_R1.fastq.gz,https://diabimmune.broadinstitute.org/diabimmune/data/20/G78928_R2.fastq.gz
3112808,3112808,0,https://diabimmune.broadinstitute.org/diabimmune/data/20/G79058_R1.fastq.gz,https://diabimmune.broadinstitute.org/diabimmune/data/20/G79058_R2.fastq.gz
3107667,3107667,0,https://diabimmune.broadinstitute.org/diabimmune/data/20/G80164_R1.fastq.gz,https://diabimmune.broadinstitute.org/diabimmune/data/20/G80164_R2.fastq.gz
3112746,3112746,0,https://diabimmune.broadinstitute.org/diabimmune/data/20/G80093_R1.fastq.gz,https://diabimmune.broadinstitute.org/diabimmune/data/20/G80093_R2.fastq.gz
3115499,3115499,0,https://diabimmune.broadinstitute.org/diabimmune/data/20/G80080_R1.fastq.gz,https://diabimmune.broadinstitute.org/diabimmune/data/20/G80080_R2.fastq.gz
3102819,3102819,0,https://diabimmune.broadinstitute.org/diabimmune/data/20/G78959_R1.fastq.gz,https://diabimmune.broadinstitute.org/diabimmune/data/20/G78959_R2.fastq.gz
3115401,3115401,0,https://diabimmune.broadinstitute.org/diabimmune/data/20/G80360_R1.fastq.gz,https://diabimmune.broadinstitute.org/diabimmune/data/20/G80360_R2.fastq.gz
3115398,3115398,0,https://diabimmune.broadinstitute.org/diabimmune/data/20/G78623_R1.fastq.gz,https://diabimmune.broadinstitute.org/diabimmune/data/20/G78623_R2.fastq.gz
3107794,3107794,0,https://diabimmune.broadinstitute.org/diabimmune/data/20/G80493_R1.fastq.gz,https://diabimmune.broadinstitute.org/diabimmune/data/20/G80493_R2.fastq.gz
3115562,3115562,0,https://diabimmune.broadinstitute.org/diabimmune/data/20/G78624_R1.fastq.gz,https://diabimmune.broadinstitute.org/diabimmune/data/20/G78624_R2.fastq.gz
3105682,3105682,0,https://diabimmune.broadinstitute.org/diabimmune/data/20/G80610_R1.fastq.gz,https://diabimmune.broadinstitute.org/diabimmune/data/20/G80610_R2.fastq.gz
3107912,3107912,0,https://diabimmune.broadinstitute.org/diabimmune/data/20/G80460_R1.fastq.gz,https://diabimmune.broadinstitute.org/diabimmune/data/20/G80460_R2.fastq.gz
3115570,3115570,0,https://diabimmune.broadinstitute.org/diabimmune/data/20/G78869_R1.fastq.gz,https://diabimmune.broadinstitute.org/diabimmune/data/20/G78869_R2.fastq.gz
3112872,3112872,0,https://diabimmune.broadinstitute.org/diabimmune/data/20/G78682_R1.fastq.gz,https://diabimmune.broadinstitute.org/diabimmune/data/20/G78682_R2.fastq.gz
3107915,3107915,0,https://diabimmune.broadinstitute.org/diabimmune/data/20/G80547_R1.fastq.gz,https://diabimmune.broadinstitute.org/diabimmune/data/20/G80547_R2.fastq.gz
3115580,3115580,0,https://diabimmune.broadinstitute.org/diabimmune/data/20/G78870_R1.fastq.gz,https://diabimmune.broadinstitute.org/diabimmune/data/20/G78870_R2.fastq.gz
3112699,3112699,0,https://diabimmune.broadinstitute.org/diabimmune/data/20/G69191_R1.fastq.gz,https://diabimmune.broadinstitute.org/diabimmune/data/20/G69191_R2.fastq.gz
3115575,3115575,0,https://diabimmune.broadinstitute.org/diabimmune/data/20/G78871_R1.fastq.gz,https://diabimmune.broadinstitute.org/diabimmune/data/20/G78871_R2.fastq.gz
3112696,3112696,0,https://diabimmune.broadinstitute.org/diabimmune/data/20/G78721_R1.fastq.gz,https://diabimmune.broadinstitute.org/diabimmune/data/20/G78721_R2.fastq.gz
3112763,3112763,0,https://diabimmune.broadinstitute.org/diabimmune/data/20/G79057_R1.fastq.gz,https://diabimmune.broadinstitute.org/diabimmune/data/20/G79057_R2.fastq.gz
3115530,3115530,0,https://diabimmune.broadinstitute.org/diabimmune/data/20/G80104_R1.fastq.gz,https://diabimmune.broadinstitute.org/diabimmune/data/20/G80104_R2.fastq.gz
3112762,3112762,0,https://diabimmune.broadinstitute.org/diabimmune/data/20/G80107_R1.fastq.gz,https://diabimmune.broadinstitute.org/diabimmune/data/20/G80107_R2.fastq.gz
3112760,3112760,0,https://diabimmune.broadinstitute.org/diabimmune/data/20/G80099_R1.fastq.gz,https://diabimmune.broadinstitute.org/diabimmune/data/20/G80099_R2.fastq.gz
3115540,3115540,0,https://diabimmune.broadinstitute.org/diabimmune/data/20/G78930_R1.fastq.gz,https://diabimmune.broadinstitute.org/diabimmune/data/20/G78930_R2.fastq.gz
3107822,3107822,0,https://diabimmune.broadinstitute.org/diabimmune/data/20/G79014_R1.fastq.gz,https://diabimmune.broadinstitute.org/diabimmune/data/20/G79014_R2.fastq.gz
3102919,3102919,0,https://diabimmune.broadinstitute.org/diabimmune/data/20/G78960_R1.fastq.gz,https://diabimmune.broadinstitute.org/diabimmune/data/20/G78960_R2.fastq.gz
3112770,3112770,0,https://diabimmune.broadinstitute.org/diabimmune/data/20/G69192_R1.fastq.gz,https://diabimmune.broadinstitute.org/diabimmune/data/20/G69192_R2.fastq.gz
3112773,3112773,0,https://diabimmune.broadinstitute.org/diabimmune/data/20/G69193_R1.fastq.gz,https://diabimmune.broadinstitute.org/diabimmune/data/20/G69193_R2.fastq.gz
3108380,3108380,0,https://diabimmune.broadinstitute.org/diabimmune/data/20/G69178_R1.fastq.gz,https://diabimmune.broadinstitute.org/diabimmune/data/20/G69178_R2.fastq.gz
3107884,3107884,0,https://diabimmune.broadinstitute.org/diabimmune/data/20/G80491_R1.fastq.gz,https://diabimmune.broadinstitute.org/diabimmune/data/20/G80491_R2.fastq.gz
3115518,3115518,0,https://diabimmune.broadinstitute.org/diabimmune/data/20/G80071_R1.fastq.gz,https://diabimmune.broadinstitute.org/diabimmune/data/20/G80071_R2.fastq.gz
3102931,3102931,0,https://diabimmune.broadinstitute.org/diabimmune/data/20/G78963_R1.fastq.gz,https://diabimmune.broadinstitute.org/diabimmune/data/20/G78963_R2.fastq.gz
3115529,3115529,0,https://diabimmune.broadinstitute.org/diabimmune/data/20/G80079_R1.fastq.gz,https://diabimmune.broadinstitute.org/diabimmune/data/20/G80079_R2.fastq.gz
3107963,3107963,0,https://diabimmune.broadinstitute.org/diabimmune/data/20/G79003_R1.fastq.gz,https://diabimmune.broadinstitute.org/diabimmune/data/20/G79003_R2.fastq.gz
3107872,3107872,0,https://diabimmune.broadinstitute.org/diabimmune/data/20/G80140_R1.fastq.gz,https://diabimmune.broadinstitute.org/diabimmune/data/20/G80140_R2.fastq.gz
3112935,3112935,0,https://diabimmune.broadinstitute.org/diabimmune/data/20/G80135_R1.fastq.gz,https://diabimmune.broadinstitute.org/diabimmune/data/20/G80135_R2.fastq.gz
3115546,3115546,0,https://diabimmune.broadinstitute.org/diabimmune/data/20/G80112_R1.fastq.gz,https://diabimmune.broadinstitute.org/diabimmune/data/20/G80112_R2.fastq.gz
3102998,3102998,0,https://diabimmune.broadinstitute.org/diabimmune/data/20/G78964_R1.fastq.gz,https://diabimmune.broadinstitute.org/diabimmune/data/20/G78964_R2.fastq.gz
3115612,3115612,0,https://diabimmune.broadinstitute.org/diabimmune/data/20/G78527_R1.fastq.gz,https://diabimmune.broadinstitute.org/diabimmune/data/20/G78527_R2.fastq.gz
3112881,3112881,0,https://diabimmune.broadinstitute.org/diabimmune/data/20/G78681_R1.fastq.gz,https://diabimmune.broadinstitute.org/diabimmune/data/20/G78681_R2.fastq.gz
3114775,3114775,0,https://diabimmune.broadinstitute.org/diabimmune/data/20/G78521_R1.fastq.gz,https://diabimmune.broadinstitute.org/diabimmune/data/20/G78521_R2.fastq.gz
3114812,3114812,0,https://diabimmune.broadinstitute.org/diabimmune/data/20/G80374_R1.fastq.gz,https://diabimmune.broadinstitute.org/diabimmune/data/20/G80374_R2.fastq.gz
3112917,3112917,0,https://diabimmune.broadinstitute.org/diabimmune/data/20/G78684_R1.fastq.gz,https://diabimmune.broadinstitute.org/diabimmune/data/20/G78684_R2.fastq.gz
3110106,3110106,0,https://diabimmune.broadinstitute.org/diabimmune/data/20/G80312_R1.fastq.gz,https://diabimmune.broadinstitute.org/diabimmune/data/20/G80312_R2.fastq.gz
3113518,3113518,0,https://diabimmune.broadinstitute.org/diabimmune/data/20/G80406_R1.fastq.gz,https://diabimmune.broadinstitute.org/diabimmune/data/20/G80406_R2.fastq.gz
3110109,3110109,0,https://diabimmune.broadinstitute.org/diabimmune/data/20/G78857_R1.fastq.gz,https://diabimmune.broadinstitute.org/diabimmune/data/20/G78857_R2.fastq.gz
3111910,3111910,0,https://diabimmune.broadinstitute.org/diabimmune/data/20/G78526_R1.fastq.gz,https://diabimmune.broadinstitute.org/diabimmune/data/20/G78526_R2.fastq.gz
3109940,3109940,0,https://diabimmune.broadinstitute.org/diabimmune/data/20/G45109_R1.fastq.gz,https://diabimmune.broadinstitute.org/diabimmune/data/20/G45109_R2.fastq.gz
3107978,3107978,0,https://diabimmune.broadinstitute.org/diabimmune/data/20/G45110_R1.fastq.gz,https://diabimmune.broadinstitute.org/diabimmune/data/20/G45110_R2.fastq.gz
3114865,3114865,0,https://diabimmune.broadinstitute.org/diabimmune/data/20/G45111_R1.fastq.gz,https://diabimmune.broadinstitute.org/diabimmune/data/20/G45111_R2.fastq.gz
3109945,3109945,0,https://diabimmune.broadinstitute.org/diabimmune/data/20/G45125_R1.fastq.gz,https://diabimmune.broadinstitute.org/diabimmune/data/20/G45125_R2.fastq.gz
3109952,3109952,0,https://diabimmune.broadinstitute.org/diabimmune/data/20/G45227_R1.fastq.gz,https://diabimmune.broadinstitute.org/diabimmune/data/20/G45227_R2.fastq.gz
3105875,3105875,0,https://diabimmune.broadinstitute.org/diabimmune/data/20/G45266_R1.fastq.gz,https://diabimmune.broadinstitute.org/diabimmune/data/20/G45266_R2.fastq.gz
3114861,3114861,0,https://diabimmune.broadinstitute.org/diabimmune/data/20/G45272_R1.fastq.gz,https://diabimmune.broadinstitute.org/diabimmune/data/20/G45272_R2.fastq.gz
3101188,3101188,0,https://diabimmune.broadinstitute.org/diabimmune/data/20/G80587_R1.fastq.gz,https://diabimmune.broadinstitute.org/diabimmune/data/20/G80587_R2.fastq.gz
3105868,3105868,0,https://diabimmune.broadinstitute.org/diabimmune/data/20/G80438_R1.fastq.gz,https://diabimmune.broadinstitute.org/diabimmune/data/20/G80438_R2.fastq.gz
3108867,3108867,0,https://diabimmune.broadinstitute.org/diabimmune/data/20/G78914_R1.fastq.gz,https://diabimmune.broadinstitute.org/diabimmune/data/20/G78914_R2.fastq.gz
3111946,3111946,0,https://diabimmune.broadinstitute.org/diabimmune/data/20/G78582_R1.fastq.gz,https://diabimmune.broadinstitute.org/diabimmune/data/20/G78582_R2.fastq.gz
3112869,3112869,0,https://diabimmune.broadinstitute.org/diabimmune/data/20/G78604_R1.fastq.gz,https://diabimmune.broadinstitute.org/diabimmune/data/20/G78604_R2.fastq.gz
3112866,3112866,0,https://diabimmune.broadinstitute.org/diabimmune/data/20/G78605_R1.fastq.gz,https://diabimmune.broadinstitute.org/diabimmune/data/20/G78605_R2.fastq.gz
3108400,3108400,0,https://diabimmune.broadinstitute.org/diabimmune/data/20/G78613_R1.fastq.gz,https://diabimmune.broadinstitute.org/diabimmune/data/20/G78613_R2.fastq.gz
3111943,3111943,0,https://diabimmune.broadinstitute.org/diabimmune/data/20/G78583_R1.fastq.gz,https://diabimmune.broadinstitute.org/diabimmune/data/20/G78583_R2.fastq.gz
3107943,3107943,0,https://diabimmune.broadinstitute.org/diabimmune/data/20/G80539_R1.fastq.gz,https://diabimmune.broadinstitute.org/diabimmune/data/20/G80539_R2.fastq.gz
3114727,3114727,0,https://diabimmune.broadinstitute.org/diabimmune/data/20/G80160_R1.fastq.gz,https://diabimmune.broadinstitute.org/diabimmune/data/20/G80160_R2.fastq.gz
3115800,3115800,0,https://diabimmune.broadinstitute.org/diabimmune/data/20/G78929_R1.fastq.gz,https://diabimmune.broadinstitute.org/diabimmune/data/20/G78929_R2.fastq.gz
3102932,3102932,0,https://diabimmune.broadinstitute.org/diabimmune/data/20/G78962_R1.fastq.gz,https://diabimmune.broadinstitute.org/diabimmune/data/20/G78962_R2.fastq.gz
3108785,3108785,0,https://diabimmune.broadinstitute.org/diabimmune/data/20/G79021_R1.fastq.gz,https://diabimmune.broadinstitute.org/diabimmune/data/20/G79021_R2.fastq.gz
3107997,3107997,0,https://diabimmune.broadinstitute.org/diabimmune/data/20/G80398_R1.fastq.gz,https://diabimmune.broadinstitute.org/diabimmune/data/20/G80398_R2.fastq.gz
3111905,3111905,0,https://diabimmune.broadinstitute.org/diabimmune/data/20/G80269_R1.fastq.gz,https://diabimmune.broadinstitute.org/diabimmune/data/20/G80269_R2.fastq.gz
3111908,3111908,0,https://diabimmune.broadinstitute.org/diabimmune/data/20/G80356_R1.fastq.gz,https://diabimmune.broadinstitute.org/diabimmune/data/20/G80356_R2.fastq.gz
3115653,3115653,0,https://diabimmune.broadinstitute.org/diabimmune/data/20/G78612_R1.fastq.gz,https://diabimmune.broadinstitute.org/diabimmune/data/20/G78612_R2.fastq.gz
3112960,3112960,0,https://diabimmune.broadinstitute.org/diabimmune/data/20/G78685_R1.fastq.gz,https://diabimmune.broadinstitute.org/diabimmune/data/20/G78685_R2.fastq.gz
3112924,3112924,0,https://diabimmune.broadinstitute.org/diabimmune/data/20/G45230_R1.fastq.gz,https://diabimmune.broadinstitute.org/diabimmune/data/20/G45230_R2.fastq.gz
3115615,3115615,0,https://diabimmune.broadinstitute.org/diabimmune/data/20/G45235_R1.fastq.gz,https://diabimmune.broadinstitute.org/diabimmune/data/20/G45235_R2.fastq.gz
3112925,3112925,0,https://diabimmune.broadinstitute.org/diabimmune/data/20/G45245_R1.fastq.gz,https://diabimmune.broadinstitute.org/diabimmune/data/20/G45245_R2.fastq.gz
3113339,3113339,0,https://diabimmune.broadinstitute.org/diabimmune/data/20/G45246_R1.fastq.gz,https://diabimmune.broadinstitute.org/diabimmune/data/20/G45246_R2.fastq.gz
3111970,3111970,0,https://diabimmune.broadinstitute.org/diabimmune/data/20/G45247_R1.fastq.gz,https://diabimmune.broadinstitute.org/diabimmune/data/20/G45247_R2.fastq.gz
3111969,3111969,0,https://diabimmune.broadinstitute.org/diabimmune/data/20/G45248_R1.fastq.gz,https://diabimmune.broadinstitute.org/diabimmune/data/20/G45248_R2.fastq.gz
3113393,3113393,0,https://diabimmune.broadinstitute.org/diabimmune/data/20/G45251_R1.fastq.gz,https://diabimmune.broadinstitute.org/diabimmune/data/20/G45251_R2.fastq.gz
3110006,3110006,0,https://diabimmune.broadinstitute.org/diabimmune/data/20/G45255_R1.fastq.gz,https://diabimmune.broadinstitute.org/diabimmune/data/20/G45255_R2.fastq.gz
3108488,3108488,0,https://diabimmune.broadinstitute.org/diabimmune/data/20/G45256_R1.fastq.gz,https://diabimmune.broadinstitute.org/diabimmune/data/20/G45256_R2.fastq.gz
3108490,3108490,0,https://diabimmune.broadinstitute.org/diabimmune/data/20/G45257_R1.fastq.gz,https://diabimmune.broadinstitute.org/diabimmune/data/20/G45257_R2.fastq.gz
3109997,3109997,0,https://diabimmune.broadinstitute.org/diabimmune/data/20/G45258_R1.fastq.gz,https://diabimmune.broadinstitute.org/diabimmune/data/20/G45258_R2.fastq.gz
3113663,3113663,0,https://diabimmune.broadinstitute.org/diabimmune/data/20/G45259_R1.fastq.gz,https://diabimmune.broadinstitute.org/diabimmune/data/20/G45259_R2.fastq.gz
3112118,3112118,0,https://diabimmune.broadinstitute.org/diabimmune/data/20/G45260_R1.fastq.gz,https://diabimmune.broadinstitute.org/diabimmune/data/20/G45260_R2.fastq.gz
3112121,3112121,0,https://diabimmune.broadinstitute.org/diabimmune/data/20/G45261_R1.fastq.gz,https://diabimmune.broadinstitute.org/diabimmune/data/20/G45261_R2.fastq.gz
3112122,3112122,0,https://diabimmune.broadinstitute.org/diabimmune/data/20/G45262_R1.fastq.gz,https://diabimmune.broadinstitute.org/diabimmune/data/20/G45262_R2.fastq.gz
3108485,3108485,0,https://diabimmune.broadinstitute.org/diabimmune/data/20/G45263_R1.fastq.gz,https://diabimmune.broadinstitute.org/diabimmune/data/20/G45263_R2.fastq.gz
3115644,3115644,0,https://diabimmune.broadinstitute.org/diabimmune/data/20/G45049_R1.fastq.gz,https://diabimmune.broadinstitute.org/diabimmune/data/20/G45049_R2.fastq.gz
3108437,3108437,0,https://diabimmune.broadinstitute.org/diabimmune/data/20/G45051_R1.fastq.gz,https://diabimmune.broadinstitute.org/diabimmune/data/20/G45051_R2.fastq.gz
3113604,3113604,0,https://diabimmune.broadinstitute.org/diabimmune/data/20/G45087_R1.fastq.gz,https://diabimmune.broadinstitute.org/diabimmune/data/20/G45087_R2.fastq.gz
3115646,3115646,0,https://diabimmune.broadinstitute.org/diabimmune/data/20/G45121_R1.fastq.gz,https://diabimmune.broadinstitute.org/diabimmune/data/20/G45121_R2.fastq.gz
3114755,3114755,0,https://diabimmune.broadinstitute.org/diabimmune/data/20/G45122_R1.fastq.gz,https://diabimmune.broadinstitute.org/diabimmune/data/20/G45122_R2.fastq.gz
3115643,3115643,0,https://diabimmune.broadinstitute.org/diabimmune/data/20/G45123_R1.fastq.gz,https://diabimmune.broadinstitute.org/diabimmune/data/20/G45123_R2.fastq.gz
3108440,3108440,0,https://diabimmune.broadinstitute.org/diabimmune/data/20/G45124_R1.fastq.gz,https://diabimmune.broadinstitute.org/diabimmune/data/20/G45124_R2.fastq.gz
3108459,3108459,0,https://diabimmune.broadinstitute.org/diabimmune/data/20/G79000_R1.fastq.gz,https://diabimmune.broadinstitute.org/diabimmune/data/20/G79000_R2.fastq.gz
3110025,3110025,0,https://diabimmune.broadinstitute.org/diabimmune/data/20/G80153_R1.fastq.gz,https://diabimmune.broadinstitute.org/diabimmune/data/20/G80153_R2.fastq.gz
3105963,3105963,0,https://diabimmune.broadinstitute.org/diabimmune/data/20/G78996_R1.fastq.gz,https://diabimmune.broadinstitute.org/diabimmune/data/20/G78996_R2.fastq.gz
3113778,3113778,0,https://diabimmune.broadinstitute.org/diabimmune/data/20/G78938_R1.fastq.gz,https://diabimmune.broadinstitute.org/diabimmune/data/20/G78938_R2.fastq.gz
3113776,3113776,0,https://diabimmune.broadinstitute.org/diabimmune/data/20/G78940_R1.fastq.gz,https://diabimmune.broadinstitute.org/diabimmune/data/20/G78940_R2.fastq.gz
3101343,3101343,0,https://diabimmune.broadinstitute.org/diabimmune/data/20/G78965_R1.fastq.gz,https://diabimmune.broadinstitute.org/diabimmune/data/20/G78965_R2.fastq.gz
3113777,3113777,0,https://diabimmune.broadinstitute.org/diabimmune/data/20/G78939_R1.fastq.gz,https://diabimmune.broadinstitute.org/diabimmune/data/20/G78939_R2.fastq.gz
3114873,3114873,0,https://diabimmune.broadinstitute.org/diabimmune/data/20/G78971_R1.fastq.gz,https://diabimmune.broadinstitute.org/diabimmune/data/20/G78971_R2.fastq.gz
3112060,3112060,0,https://diabimmune.broadinstitute.org/diabimmune/data/20/G78775_R1.fastq.gz,https://diabimmune.broadinstitute.org/diabimmune/data/20/G78775_R2.fastq.gz
3108423,3108423,0,https://diabimmune.broadinstitute.org/diabimmune/data/20/G69188_R1.fastq.gz,https://diabimmune.broadinstitute.org/diabimmune/data/20/G69188_R2.fastq.gz
3109913,3109913,0,https://diabimmune.broadinstitute.org/diabimmune/data/20/G80420_R1.fastq.gz,https://diabimmune.broadinstitute.org/diabimmune/data/20/G80420_R2.fastq.gz
3106106,3106106,0,https://diabimmune.broadinstitute.org/diabimmune/data/20/G80608_R1.fastq.gz,https://diabimmune.broadinstitute.org/diabimmune/data/20/G80608_R2.fastq.gz
3108420,3108420,0,https://diabimmune.broadinstitute.org/diabimmune/data/20/G80309_R1.fastq.gz,https://diabimmune.broadinstitute.org/diabimmune/data/20/G80309_R2.fastq.gz
3112063,3112063,0,https://diabimmune.broadinstitute.org/diabimmune/data/20/G69207_R1.fastq.gz,https://diabimmune.broadinstitute.org/diabimmune/data/20/G69207_R2.fastq.gz
3109905,3109905,0,https://diabimmune.broadinstitute.org/diabimmune/data/20/G78601_R1.fastq.gz,https://diabimmune.broadinstitute.org/diabimmune/data/20/G78601_R2.fastq.gz
3110099,3110099,0,https://diabimmune.broadinstitute.org/diabimmune/data/20/G80268_R1.fastq.gz,https://diabimmune.broadinstitute.org/diabimmune/data/20/G80268_R2.fastq.gz
3101371,3101371,0,https://diabimmune.broadinstitute.org/diabimmune/data/20/G80616_R1.fastq.gz,https://diabimmune.broadinstitute.org/diabimmune/data/20/G80616_R2.fastq.gz
3106202,3106202,0,https://diabimmune.broadinstitute.org/diabimmune/data/20/G80553_R1.fastq.gz,https://diabimmune.broadinstitute.org/diabimmune/data/20/G80553_R2.fastq.gz
3112001,3112001,0,https://diabimmune.broadinstitute.org/diabimmune/data/20/G80294_R1.fastq.gz,https://diabimmune.broadinstitute.org/diabimmune/data/20/G80294_R2.fastq.gz
3112987,3112987,0,https://diabimmune.broadinstitute.org/diabimmune/data/20/G78628_R1.fastq.gz,https://diabimmune.broadinstitute.org/diabimmune/data/20/G78628_R2.fastq.gz
3111998,3111998,0,https://diabimmune.broadinstitute.org/diabimmune/data/20/G78588_R1.fastq.gz,https://diabimmune.broadinstitute.org/diabimmune/data/20/G78588_R2.fastq.gz
3112984,3112984,0,https://diabimmune.broadinstitute.org/diabimmune/data/20/G78627_R1.fastq.gz,https://diabimmune.broadinstitute.org/diabimmune/data/20/G78627_R2.fastq.gz
3110105,3110105,0,https://diabimmune.broadinstitute.org/diabimmune/data/20/G78856_R1.fastq.gz,https://diabimmune.broadinstitute.org/diabimmune/data/20/G78856_R2.fastq.gz
3113743,3113743,0,https://diabimmune.broadinstitute.org/diabimmune/data/20/G80089_R1.fastq.gz,https://diabimmune.broadinstitute.org/diabimmune/data/20/G80089_R2.fastq.gz
3101404,3101404,0,https://diabimmune.broadinstitute.org/diabimmune/data/20/G80110_R1.fastq.gz,https://diabimmune.broadinstitute.org/diabimmune/data/20/G80110_R2.fastq.gz
3113744,3113744,0,https://diabimmune.broadinstitute.org/diabimmune/data/20/G78949_R1.fastq.gz,https://diabimmune.broadinstitute.org/diabimmune/data/20/G78949_R2.fastq.gz
3113740,3113740,0,https://diabimmune.broadinstitute.org/diabimmune/data/20/G80152_R1.fastq.gz,https://diabimmune.broadinstitute.org/diabimmune/data/20/G80152_R2.fastq.gz
3112955,3112955,0,https://diabimmune.broadinstitute.org/diabimmune/data/20/G79059_R1.fastq.gz,https://diabimmune.broadinstitute.org/diabimmune/data/20/G79059_R2.fastq.gz
3113741,3113741,0,https://diabimmune.broadinstitute.org/diabimmune/data/20/G78950_R1.fastq.gz,https://diabimmune.broadinstitute.org/diabimmune/data/20/G78950_R2.fastq.gz
3111989,3111989,0,https://diabimmune.broadinstitute.org/diabimmune/data/20/G78590_R1.fastq.gz,https://diabimmune.broadinstitute.org/diabimmune/data/20/G78590_R2.fastq.gz
3108157,3108157,0,https://diabimmune.broadinstitute.org/diabimmune/data/20/G78629_R1.fastq.gz,https://diabimmune.broadinstitute.org/diabimmune/data/20/G78629_R2.fastq.gz
3111986,3111986,0,https://diabimmune.broadinstitute.org/diabimmune/data/20/G78532_R1.fastq.gz,https://diabimmune.broadinstitute.org/diabimmune/data/20/G78532_R2.fastq.gz
3109981,3109981,0,https://diabimmune.broadinstitute.org/diabimmune/data/20/G78600_R1.fastq.gz,https://diabimmune.broadinstitute.org/diabimmune/data/20/G78600_R2.fastq.gz
3112161,3112161,0,https://diabimmune.broadinstitute.org/diabimmune/data/20/G80276_R1.fastq.gz,https://diabimmune.broadinstitute.org/diabimmune/data/20/G80276_R2.fastq.gz
3106190,3106190,0,https://diabimmune.broadinstitute.org/diabimmune/data/20/G80560_R1.fastq.gz,https://diabimmune.broadinstitute.org/diabimmune/data/20/G80560_R2.fastq.gz
3109978,3109978,0,https://diabimmune.broadinstitute.org/diabimmune/data/20/G78599_R1.fastq.gz,https://diabimmune.broadinstitute.org/diabimmune/data/20/G78599_R2.fastq.gz
3108572,3108572,0,https://diabimmune.broadinstitute.org/diabimmune/data/20/G78719_R1.fastq.gz,https://diabimmune.broadinstitute.org/diabimmune/data/20/G78719_R2.fastq.gz
3108569,3108569,0,https://diabimmune.broadinstitute.org/diabimmune/data/20/G78720_R1.fastq.gz,https://diabimmune.broadinstitute.org/diabimmune/data/20/G78720_R2.fastq.gz
3112164,3112164,0,https://diabimmune.broadinstitute.org/diabimmune/data/20/G78832_R1.fastq.gz,https://diabimmune.broadinstitute.org/diabimmune/data/20/G78832_R2.fastq.gz
3101466,3101466,0,https://diabimmune.broadinstitute.org/diabimmune/data/20/G80568_R1.fastq.gz,https://diabimmune.broadinstitute.org/diabimmune/data/20/G80568_R2.fastq.gz
3112395,3112395,0,https://diabimmune.broadinstitute.org/diabimmune/data/20/G80316_R1.fastq.gz,https://diabimmune.broadinstitute.org/diabimmune/data/20/G80316_R2.fastq.gz
3112393,3112393,0,https://diabimmune.broadinstitute.org/diabimmune/data/20/G80341_R1.fastq.gz,https://diabimmune.broadinstitute.org/diabimmune/data/20/G80341_R2.fastq.gz
3106349,3106349,0,https://diabimmune.broadinstitute.org/diabimmune/data/20/G80573_R1.fastq.gz,https://diabimmune.broadinstitute.org/diabimmune/data/20/G80573_R2.fastq.gz
3105679,3105679,0,https://diabimmune.broadinstitute.org/diabimmune/data/20/G80134_R1.fastq.gz,https://diabimmune.broadinstitute.org/diabimmune/data/20/G80134_R2.fastq.gz
3113693,3113693,0,https://diabimmune.broadinstitute.org/diabimmune/data/20/G78948_R1.fastq.gz,https://diabimmune.broadinstitute.org/diabimmune/data/20/G78948_R2.fastq.gz
3108147,3108147,0,https://diabimmune.broadinstitute.org/diabimmune/data/20/G79001_R1.fastq.gz,https://diabimmune.broadinstitute.org/diabimmune/data/20/G79001_R2.fastq.gz
3107218,3107218,0,https://diabimmune.broadinstitute.org/diabimmune/data/20/G78993_R1.fastq.gz,https://diabimmune.broadinstitute.org/diabimmune/data/20/G78993_R2.fastq.gz
3109967,3109967,0,https://diabimmune.broadinstitute.org/diabimmune/data/20/G79056_R1.fastq.gz,https://diabimmune.broadinstitute.org/diabimmune/data/20/G79056_R2.fastq.gz
3105625,3105625,0,https://diabimmune.broadinstitute.org/diabimmune/data/20/G80569_R1.fastq.gz,https://diabimmune.broadinstitute.org/diabimmune/data/20/G80569_R2.fastq.gz
